Profile Key 1,Profile Key 2,IDENT,D1,SIB,D2,D(3)
BF3-NA,BM3-NA,<100,<100,38219.5,992.169,<100
BF3-NA,CM2-NA,<100,53454,2394.03,1170.57,<100
BF3-NA,CF3-NA,<100,11776.1,1709.35,387.525,<100
BM3-NA,AF3-NA,<100,30787.7,2733.71,647.674,<100
BM3-NA,AM3-NA,<100,23115.6,902.781,642.503,<100
BM3-NA,BF3-NA,<100,<100,38219.5,992.169,<100
BM3-NA,BM3-NA,8.12446e+17,4.8048e+07,4.12235e+11,108827,1202.72
BM3-NA,CM2-NA,<100,<100,134.858,106.623,<100
BM3-NA,CM3-NA,<100,259865,8690.49,2548.13,101.493
BM3-NA,CF4-NA,<100,50574.5,1328.84,963.561,<100
BF4-NA,AF4-NA,<100,4828.15,398.766,170.119,<100
BF4-NA,AM4-NA,<100,11067.3,706.81,281.812,<100
BF4-NA,BF4-NA,1.66986e+16,5.24684e+06,1.74212e+10,19562.6,360.041
BF4-NA,BM4-NA,<100,235366,1.49826e+06,2297.74,<100
BF4-NA,CM3-NA,<100,28639,5065.47,572.896,<100
BF4-NA,CF4-NA,<100,6368.26,815.28,204.708,<100
BF4-NA,CM4-NA,<100,<100,7035.17,306.846,<100
BM4-NA,AF4-NA,<100,30894.4,4351.01,646.171,<100
BM4-NA,AM4-NA,<100,39544.9,11315.6,648.069,<100
BM4-NA,BF4-NA,<100,235366,1.49826e+06,2297.74,<100
BM4-NA,BM4-NA,9.71116e+16,2.65137e+07,9.13864e+10,67129,845.145
BM4-NA,CF4-NA,<100,11133.8,790.581,291.364,<100
BM4-NA,CM4-NA,<100,622989,178182,4963.34,163.141
BM4-NA,CF5-NA,<100,18750.8,777.536,582.338,<100
BF5-NA,AF5-NA,<100,169236,941.893,1987.02,<100
BF5-NA,AM5-NA,<100,23502.8,1055.47,561.546,<100
BF5-NA,BF5-NA,2.09075e+18,4.85547e+07,7.77401e+11,117214,1341.48
BF5-NA,CM4-NA,<100,23754.6,153.053,572.687,<100
BF5-NA,CF5-NA,<100,62604.8,139.747,1183.53,<100
BM5-NA,AF5-NA,<100,178206,23304.7,2104.26,<100
BM5-NA,AM5-NA,<100,1917.29,112.806,108.712,<100
BM5-NA,BM5-NA,7.16192e+17,1.81204e+07,2.71258e+11,50470.3,700.729
BM5-NA,CM5-NA,<100,25607.5,499.177,577.258,<100
BM5-NA,CF6-NA,<100,889.56,<100,<100,<100
BF6-NA,AF6-NA,<100,2206.53,<100,120.412,<100
BF6-NA,AM6-NA,<100,2797.77,316.671,124.019,<100
BF6-NA,BF6-NA,3.89152e+16,1.03299e+07,4.05958e+10,32686.8,517.368
BF6-NA,BM6-NA,<100,<100,136480,1452.47,<100
BF6-NA,CM5-NA,<100,8919.86,441.243,278.442,<100
BF6-NA,CF6-NA,<100,6345.18,333.49,188.906,<100
BF6-NA,CM6-NA,<100,<100,<100,135.799,<100
BM6-NA,AF6-NA,<100,15908.6,<100,399.996,<100
BM6-NA,AM6-NA,<100,33521.8,292.015,590.819,<100
BM6-NA,BF6-NA,<100,<100,136480,1452.47,<100
BM6-NA,BM6-NA,4.15423e+18,1.20611e+08,1.84769e+12,220427,1968.83
BM6-NA,CM5-NA,<100,<100,145.028,<100,<100
BM6-NA,CM6-NA,<100,156322,6315.32,1634.19,<100
BM6-NA,CF7-NA,<100,125289,259.849,1773.54,<100
BF7-NA,AF7-NA,<100,3710.96,<100,155.257,<100
BF7-NA,AM7-NA,<100,42984,947.745,905.83,<100
BF7-NA,BF7-NA,1.08115e+17,2.18634e+07,8.40434e+10,60500.7,800.125
BF7-NA,BM7-NA,<100,453308,470825,3931.24,138.321
BF7-NA,CM6-NA,<100,45438.2,2632.93,816.255,<100
BF7-NA,CF7-NA,<100,10086.5,290.349,289.925,<100
BM7-NA,AF7-NA,<100,14445.1,239.945,347.675,<100
BM7-NA,AM7-NA,<100,80151.4,1423.78,1354.41,<100
BM7-NA,BF7-NA,<100,453308,470825,3931.24,138.321
BM7-NA,BM7-NA,7.18844e+17,8.59705e+07,4.58832e+11,154849,1435.45
BM7-NA,CF7-NA,<100,<100,<100,107.502,<100
BM7-NA,CM7-NA,<100,10053.1,<100,360.751,<100
BM7-NA,CF8-NA,<100,10297.7,391.805,296.381,<100
BF8-NA,AF8-NA,<100,20868.9,545.529,502.883,<100
BF8-NA,AM8-NA,<100,490525,6829.53,3869.92,134.289
BF8-NA,BF8-NA,5.19952e+18,9.90802e+07,1.6717e+12,195158,1869.32
BF8-NA,BM8-NA,<100,<100,135243,1373.04,<100
BF8-NA,CM7-NA,<100,218.224,<100,<100,<100
BF8-NA,CF8-NA,<100,502.692,<100,<100,<100
BM8-NA,AF8-NA,<100,1643.41,133.146,102.644,<100
BM8-NA,AM8-NA,<100,329650,5944.19,3116.54,120.157
BM8-NA,BF8-NA,<100,<100,135242,1373.04,<100
BM8-NA,BM8-NA,4.37714e+17,2.80933e+07,1.90503e+11,67267.2,831.147
BM8-NA,CM8-NA,<100,54185.7,424.147,1059.19,<100
BM8-NA,CF9-NA,<100,18342.9,10243,640.145,<100
BF9-NA,AF9-NA,<100,2681.38,<100,141.502,<100
BF9-NA,AM9-NA,<100,326639,247870,4605.1,180.092
BF9-NA,BF9-NA,1.05623e+18,3.94955e+07,4.58482e+11,102866,1241.89
BF9-NA,BM9-NA,<100,<100,4894.24,200.199,<100
BF9-NA,CM8-NA,<100,116082,411.688,1988.66,100.315
BF9-NA,CF9-NA,<100,12739.9,397.258,534.642,<100
BF9-NA,CM9-NA,<100,8355.09,4258.74,429.191,<100
BM9-NA,AF9-NA,<100,10615.4,3630.77,351.43,<100
BM9-NA,AM9-NA,<100,51541.1,996.119,1001.78,<100
BM9-NA,BF9-NA,<100,<100,4894.24,200.199,<100
BM9-NA,BM9-NA,4.82107e+16,5.81517e+06,3.30593e+10,23445.4,435.301
BM9-NA,CM9-NA,<100,2068.95,416.462,141.217,<100
BM9-NA,CF10-NA,<100,41638.8,757.509,806.909,<100
BF10-NA,AF10-NA,<100,31986.6,3915.12,665.739,<100
BF10-NA,AM10-NA,<100,10795.2,<100,285.984,<100
BF10-NA,BF10-NA,7.83429e+17,3.91798e+07,3.38256e+11,90857.5,1043.12
BF10-NA,BM10-NA,<100,130456,57051.3,1386.21,<100
BF10-NA,CM9-NA,<100,6505.5,<100,223.395,<100
BF10-NA,CF10-NA,<100,6213.41,<100,226.584,<100
BF10-NA,CM10-NA,<100,<100,151.539,238.457,<100
BM10-NA,AF10-NA,<100,4594.53,189.157,165.634,<100
BM10-NA,AM10-NA,<100,107172,223207,1541.05,<100
BM10-NA,BF10-NA,<100,130456,57051.3,1386.21,<100
BM10-NA,BM10-NA,7.82703e+16,7.84388e+06,4.60899e+10,27034.9,452.507
BM10-NA,CM10-NA,<100,15127.4,481.617,374.035,<100
BM10-NA,CF11-NA,<100,15368.1,5319.1,377.803,<100
BF11-NA,AF11-NA,<100,39446.6,395.072,654.55,<100
BF11-NA,AM11-NA,<100,11872.9,1521.05,374.123,<100
BF11-NA,BF11-NA,5.62971e+17,2.22953e+07,2.47887e+11,54818.7,697.494
BF11-NA,BM11-NA,<100,<100,4596.67,389.487,<100
BF11-NA,CM10-NA,<100,54279.7,35557.5,964.954,<100
BF11-NA,CF11-NA,<100,39141.2,1148.36,571.862,<100
BM11-NA,AF6-NA,<100,<100,<100,141.351,<100
BM11-NA,AF11-NA,<100,457503,6973.7,3990.13,141.201
BM11-NA,AM11-NA,<100,3730.7,369.555,209.281,<100
BM11-NA,BF11-NA,<100,<100,4596.67,389.487,<100
BM11-NA,BM11-NA,2.32368e+18,1.28177e+08,9.44512e+11,226932,1980.83
BM11-NA,CM10-NA,<100,<100,41762.1,267.309,<100
BM11-NA,CM11-NA,<100,131465,314.463,1822.05,<100
BM11-NA,CF12-NA,<100,133491,4811.69,2048.29,102.836
BF12-NA,AF12-NA,<100,1375.72,329.413,<100,<100
BF12-NA,AM12-NA,<100,68855.7,12893.8,886.546,<100
BF12-NA,BF12-NA,6.85839e+16,1.27628e+07,4.84061e+10,36353.4,530.28
BF12-NA,BM12-NA,<100,<100,1199.94,179.823,<100
BF12-NA,CM11-NA,<100,139834,679.745,1579.81,<100
BF12-NA,CF12-NA,<100,10861.8,296.653,294.066,<100
BM12-NA,AF12-NA,<100,33138.6,7031.07,594.544,<100
BM12-NA,AM12-NA,<100,22184.9,1610.81,449.932,<100
BM12-NA,BF12-NA,<100,<100,1199.93,179.823,<100
BM12-NA,BM12-NA,2.45411e+17,2.00471e+07,1.34981e+11,54337.3,722.38
BM12-NA,CM12-NA,<100,26910.1,1135.06,540.641,<100
BM12-NA,CF13-NA,<100,33631.3,1194.51,567.464,<100
BF13-NA,AF13-NA,<100,132570,37091.5,2293.76,117.136
BF13-NA,AM13-NA,<100,36818.2,4881.5,908.332,<100
BF13-NA,BF13-NA,1.0412e+18,9.23111e+07,6.35592e+11,196448,1988.69
BF13-NA,BM13-NA,<100,<100,4547.34,188.942,<100
BF13-NA,CM12-NA,<100,3729.56,1471.01,155.416,<100
BF13-NA,CF13-NA,<100,2140.26,1410.64,119.847,<100
BM13-NA,AF13-NA,<100,2.19751e+06,19288.9,15026.9,381.214
BM13-NA,AM13-NA,<100,7834.52,732.246,290.866,<100
BM13-NA,BF13-NA,<100,<100,4547.34,188.942,<100
BM13-NA,BM13-NA,6.80339e+18,2.32112e+08,2.93536e+12,403984,3257.59
BM13-NA,CM13-NA,<100,2.34073e+06,2.20667e+06,13448.5,327.434
BM13-NA,CF14-NA,<100,53242.7,6817.7,1160.69,<100
BF14-NA,AF14-NA,<100,15168.4,258.567,422.479,<100
BF14-NA,AM14-NA,<100,8638.99,143.4,251.913,<100
BF14-NA,BF14-NA,1.42164e+17,2.89262e+07,1.00959e+11,64227.6,757.041
BF14-NA,BM14-NA,<100,<100,1255.67,187.667,<100
BF14-NA,CM13-NA,<100,60976.7,4787.51,1037.49,<100
BF14-NA,CF14-NA,<100,191711,34086.9,1829.26,<100
BM14-NA,AF14-NA,<100,96725.9,20116.3,1043.62,<100
BM14-NA,AM14-NA,<100,3891.85,324.848,240.435,<100
BM14-NA,BF14-NA,<100,<100,1255.67,187.667,<100
BM14-NA,BM14-NA,3.79983e+17,1.28933e+07,1.6435e+11,40445,617.669
BM14-NA,CM14-NA,<100,5264.64,<100,227.104,<100
BM14-NA,CF15-NA,<100,20092.5,183.619,638.72,<100
BF15-NA,AF15-NA,<100,177397,6002.78,2098.56,<100
BF15-NA,AM15-NA,<100,27481.8,1920.76,615.698,<100
BF15-NA,BF15-NA,2.44876e+19,1.04124e+08,6.67652e+12,228617,2228.76
BF15-NA,BM15-NA,<100,<100,1.09271e+07,4718.43,229.843
BF15-NA,CF0-NA,<100,<100,281.411,<100,<100
BF15-NA,CM14-NA,<100,48758.7,464.205,1170.54,<100
BF15-NA,CF15-NA,<100,360583,10197.9,4399.9,174.461
BF15-NA,CM15-NA,<100,18858.6,106.804,545.405,<100
BM15-NA,AF15-NA,<100,316087,47417.2,3792.39,148.029
BM15-NA,AM15-NA,<100,18923.7,446.756,568.558,<100
BM15-NA,BF15-NA,<100,<100,1.09271e+07,4718.43,229.843
BM15-NA,BM15-NA,1.24949e+20,2.85028e+08,2.64646e+13,503803,3930.14
BM15-NA,CF0-NA,<100,8352.93,116.274,240.921,<100
BM15-NA,CM14-NA,<100,<100,<100,126.439,<100
BM15-NA,CF15-NA,<100,<100,117.319,113.397,<100
BM15-NA,CM15-NA,<100,51292.7,723.861,1121.77,<100
CF0-NA,BF0-NA,<100,101.641,<100,<100,<100
CF0-NA,BF15-NA,<100,<100,281.411,<100,<100
CF0-NA,BM15-NA,<100,8352.92,116.274,240.921,<100
CF0-NA,CF0-NA,1.26951e+17,9.44265e+06,6.97804e+10,30176.3,477.948
CF0-NA,CM15-NA,<100,<100,419.884,<100,<100
CM0-NA,BM0-NA,<100,18834.5,353.241,495.05,<100
CM0-NA,BF1-NA,<100,75752.8,6498.79,1538.97,<100
CM0-NA,BM1-NA,<100,35595.7,39467.8,988.467,<100
CM0-NA,CM0-NA,3.45543e+17,2.22051e+07,2.11354e+11,62219.7,862.399
CM0-NA,CF1-NA,<100,<100,9632.96,336.861,<100
CF1-NA,AF0-NA,<100,179.873,<100,<100,<100
CF1-NA,BM0-NA,<100,24932,3761.86,550.977,<100
CF1-NA,BF1-NA,<100,51672,1545.33,1340.51,<100
CF1-NA,BM1-NA,<100,<100,326.071,203.777,<100
CF1-NA,CM0-NA,<100,<100,9632.95,336.861,<100
CF1-NA,CF1-NA,1.64833e+17,1.52784e+07,9.71492e+10,46085.9,685.701
CF1-NA,CM1-NA,<100,<100,<100,107.774,<100
CF1-NA,CF2-NA,<100,<100,101.675,206.858,<100
CM1-NA,BM1-NA,<100,59978.7,266.085,1284.92,<100
CM1-NA,BF2-NA,<100,21490.1,300.758,426.248,<100
CM1-NA,CF1-NA,<100,<100,<100,107.774,<100
CM1-NA,CM1-NA,3.66979e+18,1.04612e+08,1.51958e+12,193223,1793.31
CM1-NA,CF2-NA,<100,<100,1.87832e+06,4909,210.957
CF2-NA,AM1-NA,<100,<100,<100,102.637,<100
CF2-NA,BF1-NA,<100,<100,122.483,146.043,<100
CF2-NA,BM1-NA,<100,583889,6767.29,6840.19,248.75
CF2-NA,BF2-NA,<100,8767.91,111.594,239.307,<100
CF2-NA,CF1-NA,<100,<100,101.675,206.858,<100
CF2-NA,CM1-NA,<100,<100,1.87832e+06,4909,210.957
CF2-NA,CF2-NA,7.09044e+18,1.78443e+08,2.99037e+12,334036,2936.27
CM2-NA,AM3-NA,<100,<100,2273.82,271.207,<100
CM2-NA,BM2-NA,<100,62083.9,1038.16,1179.9,<100
CM2-NA,BF3-NA,<100,53454,2394.03,1170.57,<100
CM2-NA,BM3-NA,<100,<100,134.858,106.623,<100
CM2-NA,CM2-NA,8.50834e+18,2.06379e+08,3.01824e+12,328698,2622.39
CM2-NA,CF3-NA,<100,<100,5.4648e+06,1341.51,<100
CM2-NA,CF4-NA,<100,<100,160.153,<100,<100
CF3-NA,BM2-NA,<100,14221,275.658,355.55,<100
CF3-NA,BF3-NA,<100,11776.1,1709.35,387.525,<100
CF3-NA,CM2-NA,<100,<100,5.4648e+06,1341.51,<100
CF3-NA,CF3-NA,2.54373e+17,1.53825e+07,1.26732e+11,40395.2,561.517
CM3-NA,AM3-NA,<100,<100,<100,109.761,<100
CM3-NA,AM4-NA,<100,<100,495.084,112.545,<100
CM3-NA,BM3-NA,<100,259865,8690.5,2548.13,101.493
CM3-NA,BF4-NA,<100,28639,5065.47,572.896,<100
CM3-NA,CM3-NA,1.08734e+18,3.29605e+07,5.06176e+11,83576.1,1024.83
CM3-NA,CF4-NA,<100,<100,6.15065e+07,3779.88,163.468
CF4-NA,AM3-NA,<100,<100,<100,118.402,<100
CF4-NA,AM4-NA,<100,25703.3,24991.6,526.918,<100
CF4-NA,BM3-NA,<100,50574.5,1328.84,963.561,<100
CF4-NA,BF4-NA,<100,6368.26,815.28,204.708,<100
CF4-NA,BM4-NA,<100,11133.8,790.582,291.364,<100
CF4-NA,CM2-NA,<100,<100,160.153,<100,<100
CF4-NA,CM3-NA,<100,<100,6.15065e+07,3779.88,163.468
CF4-NA,CF4-NA,1.50615e+17,1.7967e+07,1.07246e+11,47935.2,655.777
CM4-NA,BF4-NA,<100,<100,7035.17,306.846,<100
CM4-NA,BM4-NA,<100,622989,178182,4963.34,163.141
CM4-NA,BF5-NA,<100,23754.6,153.053,572.686,<100
CM4-NA,CM4-NA,1.57607e+18,7.54685e+07,8.37139e+11,157915,1577.41
CM4-NA,CF5-NA,<100,<100,1841.06,160.182,<100
CF5-NA,BM4-NA,<100,18750.8,777.536,582.338,<100
CF5-NA,BF5-NA,<100,62604.8,139.747,1183.53,<100
CF5-NA,CM4-NA,<100,<100,1841.06,160.181,<100
CF5-NA,CF5-NA,1.41244e+18,9.3094e+07,6.70141e+11,190194,1849.34
CM5-NA,BM5-NA,<100,25607.5,499.177,577.257,<100
CM5-NA,BF6-NA,<100,8919.86,441.243,278.442,<100
CM5-NA,BM6-NA,<100,<100,145.028,<100,<100
CM5-NA,CM5-NA,4.05447e+18,1.22618e+08,1.737e+12,208302,1814
CF6-NA,BM5-NA,<100,889.56,<100,<100,<100
CF6-NA,BF6-NA,<100,6345.17,333.49,188.905,<100
CF6-NA,CF6-NA,6.99968e+16,6.11635e+06,4.48634e+10,21299.6,375.852
CM6-NA,AF6-NA,<100,<100,<100,111.133,<100
CM6-NA,BF6-NA,<100,<100,<100,135.799,<100
CM6-NA,BM6-NA,<100,156322,6315.32,1634.19,<100
CM6-NA,BF7-NA,<100,45438.3,2632.93,816.256,<100
CM6-NA,CM6-NA,2.97539e+17,3.22471e+07,1.89069e+11,79216.7,967.736
CM6-NA,CF7-NA,<100,<100,293.205,146.062,<100
CF7-NA,BM6-NA,<100,125289,259.849,1773.54,<100
CF7-NA,BF7-NA,<100,10086.5,290.349,289.925,<100
CF7-NA,BM7-NA,<100,<100,<100,107.502,<100
CF7-NA,CM6-NA,<100,<100,293.205,146.062,<100
CF7-NA,CF7-NA,3.76005e+17,7.64822e+07,2.70966e+11,151510,1474.48
CF7-NA,CF8-NA,<100,<100,142.996,<100,<100
CM7-NA,BM7-NA,<100,10053.1,<100,360.751,<100
CM7-NA,BF8-NA,<100,218.224,<100,<100,<100
CM7-NA,CM7-NA,4.92233e+16,7.11769e+06,3.12056e+10,22353.6,374.419
CM7-NA,CF8-NA,<100,123.467,<100,<100,<100
CF8-NA,BM7-NA,<100,10297.7,391.806,296.382,<100
CF8-NA,BF8-NA,<100,502.693,<100,<100,<100
CF8-NA,CF7-NA,<100,<100,142.996,<100,<100
CF8-NA,CM7-NA,<100,123.467,<100,<100,<100
CF8-NA,CF8-NA,2.27483e+16,5.57497e+06,1.85748e+10,20666.5,380.816
CM8-NA,AM8-NA,<100,<100,<100,141.849,<100
CM8-NA,AM9-NA,<100,<100,4229.48,699.917,<100
CM8-NA,BM8-NA,<100,54185.7,424.147,1059.19,<100
CM8-NA,BF9-NA,<100,116082,411.688,1988.66,100.315
CM8-NA,CM8-NA,1.64275e+20,1.06803e+09,3.59549e+13,1.2623e+06,7018.01
CM8-NA,CF9-NA,<100,6.72324e+06,1.79578e+07,36189.5,698.67
CF9-NA,BM8-NA,<100,18342.9,10243,640.145,<100
CF9-NA,BF9-NA,<100,12739.9,397.258,534.642,<100
CF9-NA,CM8-NA,<100,6.72324e+06,1.79578e+07,36189.5,698.67
CF9-NA,CF9-NA,1.02329e+19,1.51693e+08,3.097e+12,281784,2489.06
CM9-NA,AF9-NA,<100,<100,1100.39,173.993,<100
CM9-NA,AF10-NA,<100,<100,395.096,243.358,<100
CM9-NA,BF9-NA,<100,8355.09,4258.74,429.191,<100
CM9-NA,BM9-NA,<100,2068.95,416.463,141.217,<100
CM9-NA,BF10-NA,<100,6505.51,<100,223.395,<100
